i,item,reason
29294,KR6533362A39,missing_explicit_survival_coupon
29295,KR6533371A38,missing_explicit_survival_coupon
29297,KR65333CNA33,missing_explicit_survival_coupon
29301,KR65333BTA38,payment_lag_not_identifiable_from_maturity
29304,KR65333CPA31,missing_explicit_survival_coupon
29305,KR6733309A31,payment_lag_not_identifiable_from_maturity
29312,KR6553335A31,unsupported_PRCP_GRTE_RT
29313,KR65333CVA33,extra_formula_or_level_PMT_1_FRML
29314,KR65333CRA39,missing_explicit_survival_coupon
29317,KR65333CTA37,payment_lag_not_identifiable_from_maturity
29331,KR6613339A39,second_maturity_payment_without_ki
29334,KR65333CQA30,missing_explicit_survival_coupon
29336,KR65333CSA38,payment_lag_not_identifiable_from_maturity
29337,KR6613341A35,missing_explicit_survival_coupon
29341,KR6659317A38,averaging_not_supported
29343,KR65333BVA34,payment_lag_not_identifiable_from_maturity
29347,20200305000021_24078,missing_explicit_survival_coupon
29350,20200305000021_24080,missing_explicit_survival_coupon
29353,KR65333B4A37,extra_formula_or_level_PMT_1_FRML
29354,KR65333B5A36,missing_explicit_survival_coupon
29356,KR65333B8A33,missing_explicit_survival_coupon
29360,KR65333BDA36,missing_explicit_survival_coupon
29362,KR65333BHA32,missing_explicit_survival_coupon
29366,KR65333B6A35,missing_explicit_survival_coupon
29367,KR65333B9A32,missing_explicit_survival_coupon
29372,KR6663324A31,unsupported_ki_window
29376,KR65333BEA35,missing_explicit_survival_coupon
29379,KR6513311A33,payment_lag_not_identifiable_from_maturity
29380,KR65333CMA34,extra_formula_or_level_PMT_1_FRML
29382,KR6513310A34,payment_lag_not_identifiable_from_maturity
29384,20200311000087_24118,missing_explicit_survival_coupon
29385,20200311000087_24114,payment_lag_not_identifiable_from_maturity
29386,KR65333B7A34,missing_explicit_survival_coupon
29387,20200311000087_24113,payment_lag_not_identifiable_from_maturity
29389,KR65333D5A32,payment_lag_not_identifiable_from_maturity
29392,KR65333BAA39,missing_explicit_survival_coupon
29394,KR6503384A36,invalid_evaluation_dates
29396,KR65333BFA34,missing_explicit_survival_coupon
29398,KR6769324A36,averaging_not_supported
29410,KR6503388A32,invalid_evaluation_dates
29422,20200302000255_6763,extra_formula_or_level_PMT_EXTRA
29429,KR65333DVA32,missing_explicit_survival_coupon
29433,KR65333DBA36,missing_explicit_survival_coupon
29436,KR65333DCA35,payment_lag_not_identifiable_from_maturity
29440,KR6573396A35,missing_explicit_survival_coupon
29449,KR6703362A38,missing_explicit_survival_coupon
29453,KR6623322A37,unsupported_PRCP_GRTE_RT
29457,KR65833BKA32,extra_formula_or_level_PMT_EXTRA
29458,KR6663321A34,unsupported_ki_window
29463,KR65333DWA31,missing_explicit_survival_coupon
29464,KR6663322A33,unsupported_ki_window
29465,KR65333DDA34,payment_lag_not_identifiable_from_maturity
29470,KR65333DEA33,payment_lag_not_identifiable_from_maturity
29477,KR65333DFA32,payment_lag_not_identifiable_from_maturity
29478,KR65333DGA31,payment_lag_not_identifiable_from_maturity
29479,KR65333DHA30,payment_lag_not_identifiable_from_maturity
29480,KR65333E5A30,extra_formula_or_level_PMT_1_FRML
29481,KR65333C6A33,extra_formula_or_level_PMT_1_FRML
29482,KR65333DJA38,payment_lag_not_identifiable_from_maturity
29483,KR6513330A30,payment_lag_not_identifiable_from_maturity
29485,KR65333E4A31,payment_lag_not_identifiable_from_maturity
29486,KR65333C8A31,missing_explicit_survival_coupon
29488,KR65333C7A32,missing_explicit_survival_coupon
29489,KR65333CHA31,missing_explicit_survival_coupon
29490,KR65333EBA35,payment_lag_not_identifiable_from_maturity
29494,KR65333E7A38,payment_lag_not_identifiable_from_maturity
29495,KR65333E6A39,payment_lag_not_identifiable_from_maturity
29497,20200312000169_24129,missing_explicit_survival_coupon
29498,20200312000169_24131,missing_explicit_survival_coupon
29500,KR65333CJA39,missing_explicit_survival_coupon
29501,20200312000169_24133,missing_explicit_survival_coupon
29502,20200312000169_24132,missing_explicit_survival_coupon
29503,KR65333C9A30,missing_explicit_survival_coupon
29507,KR65333EAA36,extra_formula_or_level_PMT_1_FRML
29508,KR65333ECA34,payment_lag_not_identifiable_from_maturity
29509,KR65333CBA37,missing_explicit_survival_coupon
29511,KR65333CKA36,missing_explicit_survival_coupon
29512,20200312000169_24130,missing_explicit_survival_coupon
29513,KR65333DLA34,extra_formula_or_level_PMT_1_FRML
29519,KR65333CEA34,payment_lag_not_identifiable_from_maturity
29520,20200312000169_24127,payment_lag_not_identifiable_from_maturity
29522,20200304000198_24066,payment_lag_not_identifiable_from_maturity
29523,20200312000169_24128,missing_explicit_survival_coupon
29525,KR65333DKA35,payment_lag_not_identifiable_from_maturity
29530,KR65333CAA38,missing_explicit_survival_coupon
29531,KR65333CDA35,missing_explicit_survival_coupon
29532,KR65333CFA33,missing_explicit_survival_coupon
29533,KR65333CGA32,missing_explicit_survival_coupon
29536,KR65333CCA36,missing_explicit_survival_coupon
29545,KR6763335A36,missing_explicit_survival_coupon
29550,20200316000731_4493,unsupported_ki_window
29556,KR6659332A39,averaging_not_supported
29558,KR65793A2A36,extra_formula_or_level_STRK_2
29564,20200316000756_4495,unsupported_ki_window
29565,KR6769339A39,averaging_not_supported
29593,KR6623335A32,unsupported_PRCP_GRTE_RT
29594,KR65033ARA34,invalid_evaluation_dates
29663,KR6663331A32,monthly_evaluation_outside_life
29669,KR6663330A33,monthly_evaluation_outside_life
29671,KR6513345A33,missing_explicit_survival_coupon
29676,KR65333F0A32,missing_explicit_survival_coupon
29677,KR65333F8A34,missing_explicit_survival_coupon
29679,KR65333EZA37,extra_formula_or_level_PMT_1_FRML
29680,KR65333F3A39,missing_explicit_survival_coupon
29681,KR65333FAA35,missing_explicit_survival_coupon
29682,KR65333F6A36,payment_lag_not_identifiable_from_maturity
29683,KR65333FBA34,missing_explicit_survival_coupon
29684,KR65333F4A38,missing_explicit_survival_coupon
29685,KR65333F2A30,missing_explicit_survival_coupon
29686,KR65333F7A35,missing_explicit_survival_coupon
29688,KR65333F9A33,missing_explicit_survival_coupon
29689,KR65333F1A31,missing_explicit_survival_coupon
29690,KR65333F5A37,missing_explicit_survival_coupon
29691,KR65333G0A30,missing_explicit_survival_coupon
29694,KR65333FZA36,missing_explicit_survival_coupon
29695,KR65333G2A38,payment_lag_not_identifiable_from_maturity
29697,KR65333G1A39,payment_lag_not_identifiable_from_maturity
29698,KR65333FYA37,missing_explicit_survival_coupon
29701,KR65333FXA38,missing_explicit_survival_coupon
29702,KR65333G3A37,extra_formula_or_level_PMT_1_FRML
29704,KR65733BDA32,missing_explicit_survival_coupon
29708,KR6543303A48,unsupported_PRCP_GRTE_RT
29729,KR6659303A42,averaging_not_supported
29732,KR6579306A49,extra_formula_or_level_STRK_2
29733,KR6533314A46,payment_lag_not_identifiable_from_maturity
29736,KR6533315A45,missing_explicit_survival_coupon
29737,KR6533319A41,missing_explicit_survival_coupon
29741,KR6533308A44,missing_explicit_survival_coupon
29743,KR6533306A46,missing_explicit_survival_coupon
29750,KR6533304A48,extra_formula_or_level_PMT_1_FRML
29751,KR6533305A47,missing_explicit_survival_coupon
29752,KR6533310A40,missing_explicit_survival_coupon
29759,KR6533318A42,missing_explicit_survival_coupon
29760,KR6533316A44,missing_explicit_survival_coupon
29762,KR6533317A43,missing_explicit_survival_coupon
29765,KR6533309A43,missing_explicit_survival_coupon
29767,KR6533307A45,missing_explicit_survival_coupon
29769,KR6513301A43,payment_lag_not_identifiable_from_maturity
29791,KR6533328A40,missing_explicit_survival_coupon
29792,KR6533327A41,missing_explicit_survival_coupon
29793,KR6533332A44,missing_explicit_survival_coupon
29794,KR6533331A45,missing_explicit_survival_coupon
29795,KR6533329A49,missing_explicit_survival_coupon
29796,KR6533330A46,payment_lag_not_identifiable_from_maturity
29799,20200330000446_24225,missing_explicit_survival_coupon
29800,20200330000446_24227,missing_explicit_survival_coupon
29802,KR6533325A43,missing_explicit_survival_coupon
29803,KR6533324A44,missing_explicit_survival_coupon
29804,KR6533326A42,missing_explicit_survival_coupon
29805,KR6533323A45,extra_formula_or_level_PMT_1_FRML
29806,KR6533384A41,extra_formula_or_level_PMT_1_FRML
29807,KR6533381A44,missing_explicit_survival_coupon
29809,20200330000446_24224,missing_explicit_survival_coupon
29810,KR6533380A45,missing_explicit_survival_coupon
29811,KR6533333A43,missing_explicit_survival_coupon
29812,KR6533383A42,payment_lag_not_identifiable_from_maturity
29813,KR6533382A43,payment_lag_not_identifiable_from_maturity
29815,KR6573325A49,missing_explicit_survival_coupon
29816,KR6533334A42,missing_explicit_survival_coupon
29830,KR6503309A46,unsupported_PRCP_GRTE_RT
29834,KR6613329A49,unsupported_PRCP_GRTE_RT
29835,20200326000294_24165,payment_lag_not_identifiable_from_maturity
29841,KR6659307A48,averaging_not_supported
29852,KR6663306A41,unsupported_ki_window
29855,KR6769315A45,averaging_not_supported
29865,KR6513304A40,payment_lag_not_identifiable_from_maturity
29868,KR6769316A44,averaging_not_supported
29871,KR6553308A42,unsupported_PRCP_GRTE_RT
29873,20200403002639_1807,payment_lag_not_identifiable_from_maturity
29874,KR6533361A48,missing_explicit_survival_coupon
29876,KR6533370A47,missing_explicit_survival_coupon
29877,KR6533357A44,extra_formula_or_level_PMT_1_FRML
29878,KR6533356A45,unsupported_PRCP_GRTE_RT
29879,KR6533366A43,payment_lag_not_identifiable_from_maturity
29880,KR6533367A42,missing_explicit_survival_coupon
29881,KR6533362A47,missing_explicit_survival_coupon
29882,KR6533358A43,missing_explicit_survival_coupon
29883,KR6553310A48,unsupported_PRCP_GRTE_RT
29884,KR6533363A46,missing_explicit_survival_coupon
29885,KR6533365A44,payment_lag_not_identifiable_from_maturity
29886,KR6533364A45,payment_lag_not_identifiable_from_maturity
29887,KR6503320A41,unsupported_PRCP_GRTE_RT
29888,KR6533359A42,missing_explicit_survival_coupon
29889,KR6533360A49,missing_explicit_survival_coupon
29890,KR6533368A41,missing_explicit_survival_coupon
29891,KR6533369A40,missing_explicit_survival_coupon
29898,KR6573362A43,missing_explicit_survival_coupon
29900,KR6703311A48,unsupported_PRCP_GRTE_RT
29901,KR6663313A42,unsupported_ki_window
29904,20200407000709_24281,missing_explicit_survival_coupon
29905,KR65333BNA42,missing_explicit_survival_coupon
29907,KR65333BQA49,missing_explicit_survival_coupon
29908,KR65333BPA40,missing_explicit_survival_coupon
29911,KR6659322A49,averaging_not_supported
29912,KR6553309A41,unsupported_PRCP_GRTE_RT
29914,20200407000709_24280,missing_explicit_survival_coupon
29922,KR6703313A46,unsupported_PRCP_GRTE_RT
29925,KR65333BSA47,payment_lag_not_identifiable_from_maturity
29926,KR65333BRA48,payment_lag_not_identifiable_from_maturity
29929,KR65333BTA46,extra_formula_or_level_PMT_1_FRML
29933,KR6769321A47,averaging_not_supported
29935,KR65333A4A47,missing_explicit_survival_coupon
29936,KR65333A3A48,missing_explicit_survival_coupon
29940,KR65333A8A43,payment_lag_not_identifiable_from_maturity
29944,KR65333A7A44,missing_explicit_survival_coupon
29945,KR65333ABA47,missing_explicit_survival_coupon
29946,KR65333ACA46,missing_explicit_survival_coupon
29948,KR6769323A45,averaging_not_supported
29949,KR65333A6A45,missing_explicit_survival_coupon
29951,KR6613340A44,unsupported_PRCP_GRTE_RT
29953,KR65333A5A46,missing_explicit_survival_coupon
29959,KR65333A2A49,missing_explicit_survival_coupon
29960,KR65333AFA43,missing_explicit_survival_coupon
29961,KR65333AEA44,missing_explicit_survival_coupon
29962,KR65333AGA42,missing_explicit_survival_coupon
29963,20200413000494_24305,payment_lag_not_identifiable_from_maturity
29964,20200413000494_24306,missing_explicit_survival_coupon
29965,20200413002791_4515,unsupported_ki_window
29966,KR65333ADA45,missing_explicit_survival_coupon
29969,KR6553312A46,unsupported_PRCP_GRTE_RT
29970,KR65333A1A40,extra_formula_or_level_PMT_1_FRML
29971,KR6513307A47,payment_lag_not_identifiable_from_maturity
29972,KR6513306A48,payment_lag_not_identifiable_from_maturity
29973,KR6553313A45,unsupported_PRCP_GRTE_RT
29974,KR6553311A47,unsupported_PRCP_GRTE_RT
29975,20200401000449_19407,unsupported_PRCP_GRTE_RT
29978,KR6553337A47,unsupported_PRCP_GRTE_RT
29982,KR6573391A48,missing_explicit_survival_coupon
29983,KR65333B7A42,missing_explicit_survival_coupon
29984,KR6643308A41,payment_lag_not_identifiable_from_maturity
29985,KR65333B6A43,missing_explicit_survival_coupon
29986,KR65333BGA41,missing_explicit_survival_coupon
29987,KR65333BFA42,missing_explicit_survival_coupon
29988,KR65333B9A40,payment_lag_not_identifiable_from_maturity
29990,KR65333BCA45,missing_explicit_survival_coupon
29991,KR65333B8A41,missing_explicit_survival_coupon
29992,KR65833ALA40,unsupported_PRCP_GRTE_RT
29993,KR65333BJA48,missing_explicit_survival_coupon
29994,20200417000023_24328,payment_lag_not_identifiable_from_maturity
29995,KR65333B4A45,missing_explicit_survival_coupon
29996,20200417000023_24331,missing_explicit_survival_coupon
29997,20200417000023_24323,missing_explicit_survival_coupon
29998,KR65333BHA40,missing_explicit_survival_coupon
29999,KR65333BEA43,missing_explicit_survival_coupon
30000,KR6553344A48,unsupported_PRCP_GRTE_RT
30001,KR6613349A45,unsupported_PRCP_GRTE_RT
30002,KR65333BBA46,missing_explicit_survival_coupon
30003,KR65333B3A46,extra_formula_or_level_PMT_1_FRML
30008,KR6613354A47,unsupported_PRCP_GRTE_RT
30009,KR6553334A40,unsupported_PRCP_GRTE_RT
30010,KR65333D7A48,payment_lag_not_identifiable_from_maturity
30016,KR65333D6A49,extra_formula_or_level_PMT_1_FRML
30021,KR6613353A48,unsupported_PRCP_GRTE_RT
30022,KR6613352A49,unsupported_PRCP_GRTE_RT
30025,KR6659341A46,averaging_not_supported
30027,20200416000010_24354,missing_explicit_survival_coupon
30028,20200416000010_24353,missing_explicit_survival_coupon
30030,20200416000010_24349,payment_lag_not_identifiable_from_maturity
30031,20200416000010_24352,missing_explicit_survival_coupon
30033,KR65333D8A47,missing_explicit_survival_coupon
30034,KR6503385A43,unsupported_PRCP_GRTE_RT
30046,KR65833AZA44,unsupported_PRCP_GRTE_RT
30048,20200416000320_1810,payment_lag_not_identifiable_from_maturity
30050,KR6513316A46,unsupported_PRCP_GRTE_RT
30056,KR6553336A48,unsupported_PRCP_GRTE_RT
30057,KR6553335A49,unsupported_PRCP_GRTE_RT
30059,KR65833B0A48,unsupported_PRCP_GRTE_RT
30062,KR6503395A41,unsupported_PRCP_GRTE_RT
30066,KR6769332A44,averaging_not_supported
30067,KR6769333A43,averaging_not_supported
30069,KR65333DHA48,missing_explicit_survival_coupon
30070,KR65333DSA45,payment_lag_not_identifiable_from_maturity
30071,20200422000101_24364,missing_explicit_survival_coupon
30072,KR65333CSA46,missing_explicit_survival_coupon
30073,KR65333CJA47,missing_explicit_survival_coupon
30074,KR65333CXA49,missing_explicit_survival_coupon
30075,KR65333DTA44,missing_explicit_survival_coupon
30076,KR65333CLA43,missing_explicit_survival_coupon
30077,KR65333CTA45,missing_explicit_survival_coupon
30078,KR65333CYA48,missing_explicit_survival_coupon
30079,20200423000006_24388,payment_lag_not_identifiable_from_maturity
30080,KR65333CWA40,missing_explicit_survival_coupon
30081,KR65333CZA47,missing_explicit_survival_coupon
30082,20200422000101_24368,missing_explicit_survival_coupon
30083,KR65333CHA49,extra_formula_or_level_PMT_1_FRML
30085,KR65333CRA47,payment_lag_not_identifiable_from_maturity
30086,KR65333CNA41,missing_explicit_survival_coupon
30087,KR65333CQA48,payment_lag_not_identifiable_from_maturity
30088,KR65333CMA42,missing_explicit_survival_coupon
30089,KR65333CVA41,missing_explicit_survival_coupon
30091,20200423000025_24393,payment_lag_not_identifiable_from_maturity
30093,KR65833BYA44,unsupported_PRCP_GRTE_RT
30101,KR6613366A43,unsupported_PRCP_GRTE_RT
30102,KR65733AJA45,missing_explicit_survival_coupon
30108,KR6533322A53,extra_formula_or_level_PMT_1_FRML
30111,KR6659360A42,averaging_not_supported
30112,KR6663331A40,unsupported_ki_window
30115,KR6529394A47,missing_explicit_survival_coupon
30118,KR6533324A51,missing_explicit_survival_coupon
30119,KR6533325A50,missing_explicit_survival_coupon
30126,20200424000293_344,payment_lag_not_identifiable_from_maturity
30127,KR6643301A55,payment_lag_not_identifiable_from_maturity
30128,KR6613301A58,unsupported_PRCP_GRTE_RT
30129,KR6513302A59,unsupported_PRCP_GRTE_RT
30131,KR6533319A58,missing_explicit_survival_coupon
30132,KR6533310A57,missing_explicit_survival_coupon
30133,KR6533315A52,missing_explicit_survival_coupon
30134,KR6533311A56,payment_lag_not_identifiable_from_maturity
30135,KR6533313A54,missing_explicit_survival_coupon
30136,KR6533308A51,missing_explicit_survival_coupon
30137,20200427000158_24403,missing_explicit_survival_coupon
30138,KR6533309A50,missing_explicit_survival_coupon
30139,KR6533312A55,payment_lag_not_identifiable_from_maturity
30140,KR6533314A53,missing_explicit_survival_coupon
30141,KR6533317A50,missing_explicit_survival_coupon
30142,KR6533305A54,missing_explicit_survival_coupon
30143,KR6533304A55,extra_formula_or_level_PMT_1_FRML
30144,KR6533307A52,missing_explicit_survival_coupon
30145,KR6533318A59,missing_explicit_survival_coupon
30146,KR6533316A51,missing_explicit_survival_coupon
30147,20200428000051_24423,payment_lag_not_identifiable_from_maturity
30149,KR6533398A52,missing_explicit_survival_coupon
30150,KR6613305A54,unsupported_PRCP_GRTE_RT
30152,KR6533397A53,missing_explicit_survival_coupon
30153,20200428000051_24425,missing_explicit_survival_coupon
30154,20200428000051_24430,missing_explicit_survival_coupon
30159,KR6533396A54,missing_explicit_survival_coupon
30161,KR6703302A56,unsupported_PRCP_GRTE_RT
30165,20200428000051_24424,payment_lag_not_identifiable_from_maturity
30168,KR65333A1A57,extra_formula_or_level_PMT_1_FRML
30170,KR6613306A53,unsupported_PRCP_GRTE_RT
30171,KR6659305A57,averaging_not_supported
30175,KR6643303A53,payment_lag_not_identifiable_from_maturity
30180,20200427000401_1811,unsupported_ki_window
30181,KR6503303A59,unsupported_PRCP_GRTE_RT
30182,KR6533353A55,missing_explicit_survival_coupon
30183,KR6613307A52,unsupported_PRCP_GRTE_RT
30185,KR6533359A59,missing_explicit_survival_coupon
30186,KR6769304A55,averaging_not_supported
30187,KR6533358A50,missing_explicit_survival_coupon
30188,KR6533344A57,extra_formula_or_level_PMT_1_FRML
30190,KR6533354A54,missing_explicit_survival_coupon
30192,KR6503317A53,unsupported_PRCP_GRTE_RT
30193,KR6663303A51,unsupported_ki_window
30195,KR6793302A57,missing_explicit_survival_coupon
30196,KR6663302A52,unsupported_ki_window
30197,KR6613308A51,unsupported_PRCP_GRTE_RT
30199,KR6503305A57,unsupported_PRCP_GRTE_RT
30201,KR6533345A56,missing_explicit_survival_coupon
30202,20200506000060_24442,missing_explicit_survival_coupon
30204,20200506000060_24438,missing_explicit_survival_coupon
30205,KR6583318A54,unsupported_PRCP_GRTE_RT
30207,KR6583319A53,unsupported_PRCP_GRTE_RT
30208,20200423000085_6791,unsupported_PRCP_GRTE_RT
30210,20200423000085_6790,unsupported_PRCP_GRTE_RT
30211,20200506000060_24447,missing_explicit_survival_coupon
30213,KR6583320A50,unsupported_PRCP_GRTE_RT
30214,KR6503304A58,unsupported_PRCP_GRTE_RT
30218,KR6533347A54,missing_explicit_survival_coupon
30219,KR6533351A57,payment_lag_not_identifiable_from_maturity
30220,KR6533352A56,payment_lag_not_identifiable_from_maturity
30221,KR6533357A51,missing_explicit_survival_coupon
30222,KR6533356A52,missing_explicit_survival_coupon
30223,KR6533348A53,missing_explicit_survival_coupon
30224,KR6503316A54,unsupported_PRCP_GRTE_RT
30225,KR6533349A52,missing_explicit_survival_coupon
30229,KR6573328A53,missing_explicit_survival_coupon
30231,KR6513308A53,unsupported_PRCP_GRTE_RT
30233,20200507000224_24467,missing_explicit_survival_coupon
30234,KR6663307A57,unsupported_ki_window
30235,KR6533391A59,missing_explicit_survival_coupon
30236,KR6613318A59,unsupported_PRCP_GRTE_RT
30240,KR6659310A50,averaging_not_supported
30241,20200507000224_24468,missing_explicit_survival_coupon
30242,KR65333B8A58,missing_explicit_survival_coupon
30244,20200508000681_1812,payment_lag_not_identifiable_from_maturity
30245,20200508000609_4531,unsupported_ki_window
30246,20200507000224_24471,missing_explicit_survival_coupon
30248,KR65333B6A50,missing_explicit_survival_coupon
30249,KR65333B9A57,payment_lag_not_identifiable_from_maturity
30252,KR65333BDA51,payment_lag_not_identifiable_from_maturity
30253,KR6533390A50,missing_explicit_survival_coupon
30254,KR6533383A59,missing_explicit_survival_coupon
30256,KR65333B3A53,unsupported_PRCP_GRTE_RT
30257,KR6533387A55,missing_explicit_survival_coupon
30258,KR6533389A53,missing_explicit_survival_coupon
30259,KR6533378A56,extra_formula_or_level_PMT_1_FRML
30260,KR6533388A54,missing_explicit_survival_coupon
30261,KR6533393A57,missing_explicit_survival_coupon
30262,KR6533379A55,missing_explicit_survival_coupon
30263,KR6533392A58,missing_explicit_survival_coupon
30265,KR6663306A58,unsupported_ki_window
30268,KR6643304A52,payment_lag_not_identifiable_from_maturity
30270,KR6533382A50,missing_explicit_survival_coupon
30271,KR65333BBA53,extra_formula_or_level_PMT_1_FRML
30272,KR6533385A57,payment_lag_not_identifiable_from_maturity
30273,KR6533384A58,missing_explicit_survival_coupon
30274,KR6533386A56,payment_lag_not_identifiable_from_maturity
30275,KR65333BAA54,payment_lag_not_identifiable_from_maturity
30276,KR6533381A51,missing_explicit_survival_coupon
30277,KR6533380A52,missing_explicit_survival_coupon
30279,KR6769316A51,averaging_not_supported
30284,KR6613322A53,unsupported_PRCP_GRTE_RT
30293,KR6583364A57,unsupported_PRCP_GRTE_RT
30297,20200506000279_6794,unsupported_PRCP_GRTE_RT
30306,KR6543333A59,unsupported_PRCP_GRTE_RT
30307,20200511000712_8680,unsupported_PRCP_GRTE_RT
30310,20200508000882_8670,unsupported_PRCP_GRTE_RT
30311,KR6543345A55,unsupported_PRCP_GRTE_RT
30312,KR6543346A54,unsupported_PRCP_GRTE_RT
30313,KR65333CAA53,missing_explicit_survival_coupon
30314,KR65333CJA54,missing_explicit_survival_coupon
30315,KR65333CCA51,missing_explicit_survival_coupon
30316,KR65333C9A55,missing_explicit_survival_coupon
30317,KR65333C7A57,extra_formula_or_level_PMT_1_FRML
30318,KR65333C8A56,missing_explicit_survival_coupon
30319,KR65333CHA56,missing_explicit_survival_coupon
30320,KR65333CLA50,missing_explicit_survival_coupon
30321,KR65333CDA50,payment_lag_not_identifiable_from_maturity
30322,KR65333CEA59,payment_lag_not_identifiable_from_maturity
30323,KR65333CKA51,missing_explicit_survival_coupon
30324,20200521000167_24518,missing_explicit_survival_coupon
30325,KR65333CBA52,missing_explicit_survival_coupon
30326,KR65333CGA57,missing_explicit_survival_coupon
30327,KR65333CFA58,missing_explicit_survival_coupon
30328,KR65333CMA59,missing_explicit_survival_coupon
30329,20200521000364_4537,unsupported_ki_window
30334,KR6643308A58,payment_lag_not_identifiable_from_maturity
30335,KR6533346A63,extra_formula_or_level_PMT_1_FRML
30336,KR6533318A67,missing_explicit_survival_coupon
30337,KR6533317A68,missing_explicit_survival_coupon
30338,KR6533310A65,missing_explicit_survival_coupon
30339,KR6529355A51,payment_lag_not_identifiable_from_maturity
30341,20200521000246_24550,missing_explicit_survival_coupon
30343,20200521000246_24548,payment_lag_not_identifiable_from_maturity
30344,KR6533319A66,missing_explicit_survival_coupon
30346,KR6523350A59,payment_lag_not_identifiable_from_maturity
30348,KR6509392A58,payment_lag_not_identifiable_from_maturity
30349,KR6533307A60,missing_explicit_survival_coupon
30350,KR6533306A61,missing_explicit_survival_coupon
30351,KR6503387A58,payment_lag_not_identifiable_from_maturity
30352,KR6529348A51,payment_lag_not_identifiable_from_maturity
30353,KR6503389A56,payment_lag_not_identifiable_from_maturity
30354,KR6533305A62,missing_explicit_survival_coupon
30355,KR6503385A50,payment_lag_not_identifiable_from_maturity
30356,KR6793306A53,payment_lag_not_identifiable_from_maturity
30357,KR6529349A50,payment_lag_not_identifiable_from_maturity
30359,KR6533343A66,payment_lag_not_identifiable_from_maturity
30360,KR6533312A63,payment_lag_not_identifiable_from_maturity
30361,KR6769343A58,averaging_not_supported
30362,20200525000286_8712,payment_lag_not_identifiable_from_maturity
30363,KR6503380A55,unsupported_PRCP_GRTE_RT
30364,KR6763345A59,payment_lag_not_identifiable_from_maturity
30366,KR6659346A58,averaging_not_supported
30367,KR6533315A60,missing_explicit_survival_coupon
30368,KR6663321A59,unsupported_ki_window
30369,KR6533308A69,missing_explicit_survival_coupon
30371,KR6763344A50,payment_lag_not_identifiable_from_maturity
30372,KR6513310A59,payment_lag_not_identifiable_from_maturity
30373,KR6533316A69,missing_explicit_survival_coupon
30374,KR6503386A59,payment_lag_not_identifiable_from_maturity
30375,KR6533344A65,missing_explicit_survival_coupon
30380,KR6503393A50,unsupported_PRCP_GRTE_RT
30381,KR6543360A55,payment_lag_not_identifiable_from_maturity
30382,KR6503388A57,payment_lag_not_identifiable_from_maturity
30383,20200525000248_24560,missing_explicit_survival_coupon
30384,KR6533345A64,missing_explicit_survival_coupon
30385,KR6523352A57,payment_lag_not_identifiable_from_maturity
30386,KR6529353A53,payment_lag_not_identifiable_from_maturity
30387,KR6523351A58,payment_lag_not_identifiable_from_maturity
30388,KR6533313A62,missing_explicit_survival_coupon
30389,KR6533311A64,payment_lag_not_identifiable_from_maturity
30390,KR6533314A61,missing_explicit_survival_coupon
30391,KR6793308A51,missing_explicit_survival_coupon
30392,KR6793307A52,payment_lag_not_identifiable_from_maturity
30395,KR6533304A63,extra_formula_or_level_PMT_1_FRML
30396,KR6533351A65,unsupported_PRCP_GRTE_RT
30397,KR6533355A61,unsupported_PRCP_GRTE_RT
30398,KR6523301A67,unsupported_PRCP_GRTE_RT
30399,KR6513302A67,unsupported_PRCP_GRTE_RT
30400,20200521000291_2167,unsupported_PRCP_GRTE_RT
30401,KR6533338A63,missing_explicit_survival_coupon
30402,KR6573310A61,missing_explicit_survival_coupon
30403,20200528000113_24592,missing_explicit_survival_coupon
30404,KR6533325A68,extra_formula_or_level_PMT_1_FRML
30405,KR6533328A65,missing_explicit_survival_coupon
30406,KR6533326A67,missing_explicit_survival_coupon
30407,KR6533334A67,missing_explicit_survival_coupon
30408,KR6533339A62,missing_explicit_survival_coupon
30410,KR6533330A61,missing_explicit_survival_coupon
30411,KR6533336A65,missing_explicit_survival_coupon
30412,KR6533335A66,missing_explicit_survival_coupon
30413,KR6673301A60,unsupported_PRCP_GRTE_RT
30416,KR6533337A64,missing_explicit_survival_coupon
30417,KR6533333A68,payment_lag_not_identifiable_from_maturity
30418,KR6533332A69,payment_lag_not_identifiable_from_maturity
30419,KR6533329A64,missing_explicit_survival_coupon
30420,KR6533331A60,missing_explicit_survival_coupon
30421,KR6643304A60,payment_lag_not_identifiable_from_maturity
30428,KR6503336A68,unsupported_PRCP_GRTE_RT
30430,KR65333A7A69,missing_explicit_survival_coupon
30435,KR65333A6A60,payment_lag_not_identifiable_from_maturity
30437,KR65333A5A61,extra_formula_or_level_PMT_1_FRML
30438,KR6703301A65,unsupported_PRCP_GRTE_RT
30439,20200528000127_24614,missing_explicit_survival_coupon
30443,KR6503335A69,unsupported_PRCP_GRTE_RT
30444,KR6723304A60,unsupported_PRCP_GRTE_RT
30446,20200528000127_24611,payment_lag_not_identifiable_from_maturity
30447,KR6659304A66,averaging_not_supported
30449,20200528000127_24613,missing_explicit_survival_coupon
30452,KR6533367A67,missing_explicit_survival_coupon
30454,KR6533373A69,payment_lag_not_identifiable_from_maturity
30456,KR6533377A65,missing_explicit_survival_coupon
30458,KR6533378A64,missing_explicit_survival_coupon
30459,KR6533376A66,missing_explicit_survival_coupon
30460,KR6513301A68,unsupported_ki_window
