i,item,reason
51164,KR6SS0005HE8,payment_lag_not_identifiable_from_maturity
51169,KR6KS0004QL4,extra_formula_or_level_PMT_EXTRA
51170,KR6SS0005GT8,missing_explicit_survival_coupon
51171,KR6SS0005GS0,missing_explicit_survival_coupon
51176,KR6SS0005HG3,payment_lag_not_identifiable_from_maturity
51177,KR6SS0005GR2,missing_explicit_survival_coupon
51184,KR6SS0005GM3,missing_explicit_survival_coupon
51185,KR6SS0005GQ4,missing_explicit_survival_coupon
51197,KR6KW0002QD7,missing_explicit_survival_coupon
51199,KR6KW0002QK2,averaging_not_supported
51201,KR6HH0001B45,missing_explicit_survival_coupon
51204,KR6KW0002QL0,averaging_not_supported
51224,KR6YT0001TV2,unsupported_ki_window
51241,KR6SS0005G99,payment_lag_not_identifiable_from_maturity
51244,KR6SS0005G81,payment_lag_not_identifiable_from_maturity
51248,KR6KS0004RP3,extra_formula_or_level_PMT_EXTRA
51251,KR6SS0005GB6,payment_lag_not_identifiable_from_maturity
51253,KR6SS0005GC4,payment_lag_not_identifiable_from_maturity
51254,KR6SS0005GD2,payment_lag_not_identifiable_from_maturity
51259,KR6SS0005GA8,payment_lag_not_identifiable_from_maturity
51260,KR6SS0005HP4,missing_explicit_survival_coupon
51261,KR6SS0005HT6,missing_explicit_survival_coupon
51267,KR6SS0005HX8,missing_explicit_survival_coupon
51276,KR6KS0004S94,missing_explicit_survival_coupon
51283,KR6KS0004SA3,missing_explicit_survival_coupon
51293,KR6HH0001BA4,missing_explicit_survival_coupon
51296,KR6KW0002RE3,averaging_not_supported
51313,KR6KW0002R83,missing_explicit_survival_coupon
51317,KR6KW0002RF0,averaging_not_supported
51327,KR6YT0001VC8,unsupported_ki_window
51333,KR6SS0005H64,payment_lag_not_identifiable_from_maturity
51335,KR6SS0005H49,payment_lag_not_identifiable_from_maturity
51338,KR6SS0005H31,payment_lag_not_identifiable_from_maturity
51339,KR6MD0005KQ1,extra_formula_or_level_PMT_EXTRA
51354,KR6SS0005JN5,payment_lag_not_identifiable_from_maturity
51363,KR6SS0005H56,payment_lag_not_identifiable_from_maturity
51365,KR6SS0005JF1,missing_explicit_survival_coupon
51367,KR6SS0005JB0,missing_explicit_survival_coupon
51372,KR6SS0005JE4,missing_explicit_survival_coupon
51390,KR6KS0004TB9,missing_explicit_survival_coupon
51408,KR6HH0001BG1,missing_explicit_survival_coupon
51411,KR6KW0002RZ8,missing_explicit_survival_coupon
51424,KR6KW0002S74,averaging_not_supported
51425,KR6KW0002S66,averaging_not_supported
51454,KR6SS0005J39,payment_lag_not_identifiable_from_maturity
51457,KR6SS0005J47,payment_lag_not_identifiable_from_maturity
51459,KR6MD0005LP1,extra_formula_or_level_PMT_EXTRA
51480,KR6SS0005K85,missing_explicit_survival_coupon
51481,KR6SS0005K93,missing_explicit_survival_coupon
51483,KR6SS0005KB8,missing_explicit_survival_coupon
51500,KR6MD0005MW5,missing_explicit_survival_coupon
51502,KR6KW0002SZ6,averaging_not_supported
51504,KR6KW0002T08,averaging_not_supported
51505,KR6KW0002SS1,missing_explicit_survival_coupon
51533,KR6SS0005JQ8,payment_lag_not_identifiable_from_maturity
51542,KR6SS0005JR6,payment_lag_not_identifiable_from_maturity
51567,KR6SS0005L43,missing_explicit_survival_coupon
51568,KR6YT0001X51,unsupported_ki_window
51569,KR6KS0004WB3,missing_explicit_survival_coupon
51571,KR6KS0004WA5,missing_explicit_survival_coupon
51572,KR6SS0005L50,missing_explicit_survival_coupon
51573,KR6SS0005L35,missing_explicit_survival_coupon
51579,KR6SS0005L01,missing_explicit_survival_coupon
51606,KR6KW0002TP5,missing_explicit_survival_coupon
51612,KR6KW0002TY7,averaging_not_supported
51618,KR6KW0002TX9,averaging_not_supported
51641,KR6KS0004X89,missing_explicit_survival_coupon
51642,KR6KS0004X14,missing_explicit_survival_coupon
51650,KR6KS0004X22,missing_explicit_survival_coupon
51657,KR6SS0005M00,missing_explicit_survival_coupon
51658,KR6SS0005LY8,missing_explicit_survival_coupon
51660,KR6SS0005LW2,missing_explicit_survival_coupon
51661,KR6SS0005LV4,missing_explicit_survival_coupon
51663,KR6MD0005QB0,missing_explicit_survival_coupon
51667,KR6KW0002VM8,averaging_not_supported
51677,KR6KW0002VE5,missing_explicit_survival_coupon
51684,KR6KW0002VN6,averaging_not_supported
51695,KR6SS0005LH3,payment_lag_not_identifiable_from_maturity
51707,KR6KS0004Y88,missing_explicit_survival_coupon
51731,KR6KW0002WB9,missing_explicit_survival_coupon
51736,KR6KW0002WH6,averaging_not_supported
51737,KR6HH0001BS6,missing_explicit_survival_coupon
51738,KR6KW0002WJ2,averaging_not_supported
51765,KR6SS0005MW0,missing_explicit_survival_coupon
51767,KR6SS0005MY6,missing_explicit_survival_coupon
51770,KR6SS0005MT6,missing_explicit_survival_coupon
51771,KR6SS0005MS8,missing_explicit_survival_coupon
51790,KR6KW0002XC5,averaging_not_supported
51793,KR6KW0002XE1,averaging_not_supported
51796,KR6KW0002XD3,averaging_not_supported
51798,KR6KW0002X77,missing_explicit_survival_coupon
51828,KR6HH0001BW8,missing_explicit_survival_coupon
51845,KR6SS0005NZ1,missing_explicit_survival_coupon
51846,KR6SS0005P15,missing_explicit_survival_coupon
51847,KR6SS0005P23,missing_explicit_survival_coupon
51848,KR6SS0005P31,missing_explicit_survival_coupon
51862,KR6SS0005PB7,payment_lag_not_identifiable_from_maturity
51864,KR6SS0005PW3,missing_explicit_survival_coupon
51865,KR6SS0005Q06,missing_explicit_survival_coupon
51869,20240326000554_29474,missing_explicit_survival_coupon
51874,KR6KW0002YN0,averaging_not_supported
51877,KR6KW0002YP5,averaging_not_supported
51878,KR6KW0002YQ3,averaging_not_supported
51885,KR6SY00030T9,missing_explicit_survival_coupon
51888,KR6KS00050P1,missing_explicit_survival_coupon
51902,KR6SS0005PH4,payment_lag_not_identifiable_from_maturity
51903,KR6SS0005PG6,payment_lag_not_identifiable_from_maturity
51913,KR6SS0005QT7,missing_explicit_survival_coupon
51914,KR6SS0005QM2,payment_lag_not_identifiable_from_maturity
51915,KR6SS0005PK8,payment_lag_not_identifiable_from_maturity
51916,KR6SS0005QP5,missing_explicit_survival_coupon
51917,KR6SS0005QQ3,missing_explicit_survival_coupon
51918,KR6SS0005QS9,missing_explicit_survival_coupon
51923,KR6KW0002Z34,averaging_not_supported
51926,KR6KW0002Z26,averaging_not_supported
51939,KR6KW0002YX9,missing_explicit_survival_coupon
51946,KR6KW0002Z18,averaging_not_supported
51970,KR6SS0005QA7,payment_lag_not_identifiable_from_maturity
51981,KR6KW0003015,averaging_not_supported
51982,KR6SS0005RA5,missing_explicit_survival_coupon
51985,KR6KW0002ZZ1,averaging_not_supported
51988,KR6KW0003007,averaging_not_supported
51989,KR6HH0001BY4,missing_explicit_survival_coupon
51991,KR6KW0002ZV0,missing_explicit_survival_coupon
51996,KR6SS0005R62,missing_explicit_survival_coupon
51997,KR6SS0005R54,payment_lag_not_identifiable_from_maturity
51998,KR6SS0005R70,missing_explicit_survival_coupon
51999,KR6SS0005RC1,missing_explicit_survival_coupon
52005,KR6YT0001YT6,unsupported_ki_window
52048,KR6SS0005S61,missing_explicit_survival_coupon
52049,KR6SS0005S53,missing_explicit_survival_coupon
52051,KR6KW00030M4,missing_explicit_survival_coupon
52053,KR6KW00030T9,averaging_not_supported
52058,KR6SS0005S20,missing_explicit_survival_coupon
52059,KR6SS0005S04,missing_explicit_survival_coupon
52060,KR6KW00030R3,averaging_not_supported
52061,KR6KW00030S1,averaging_not_supported
52062,KR6ZW0002E99,payment_lag_not_identifiable_from_maturity
52063,KR6SS0005S79,missing_explicit_survival_coupon
52067,KR6MD0005W35,missing_explicit_survival_coupon
52070,KR6SH0006426,payment_lag_not_identifiable_from_maturity
52075,KR6YT0001Z42,unsupported_ki_window
52077,KR6SH0006400,payment_lag_not_identifiable_from_maturity
52109,KR6SS0005SX5,missing_explicit_survival_coupon
52110,KR6SS0005SV9,missing_explicit_survival_coupon
52111,KR6SS0005SW7,missing_explicit_survival_coupon
52113,KR6SS0005SN6,missing_explicit_survival_coupon
52115,KR6SS0005SQ9,missing_explicit_survival_coupon
52118,KR6KW00031H2,averaging_not_supported
52119,KR6KW00031J8,averaging_not_supported
52123,KR6KW00031B5,missing_explicit_survival_coupon
52132,KR6SS0005SA3,payment_lag_not_identifiable_from_maturity
52135,KR6HH0001C36,missing_explicit_survival_coupon
52136,KR6HH0001C10,missing_explicit_survival_coupon
52138,KR6HN00053C3,payment_lag_not_identifiable_from_maturity
52140,KR6HN00053D1,payment_lag_not_identifiable_from_maturity
52148,KR6NH0003WE6,payment_lag_not_identifiable_from_maturity
52149,KR6DS0000XE8,payment_lag_not_identifiable_from_maturity
52151,KR6NH0003WF3,payment_lag_not_identifiable_from_maturity
52172,KR6KW00032H0,averaging_not_supported
52175,KR6KW00032A5,missing_explicit_survival_coupon
52176,KR6KW00032G2,averaging_not_supported
52190,KR6YT0001ZW7,unsupported_ki_window
52206,KR6SS0005TJ2,missing_explicit_survival_coupon
52209,KR6SS0005TG8,missing_explicit_survival_coupon
52211,KR6SS0005TE3,missing_explicit_survival_coupon
52212,KR6MD0005XH3,missing_explicit_survival_coupon
52214,KR6HH0001C44,missing_explicit_survival_coupon
52222,KR6HH0001C51,missing_explicit_survival_coupon
52231,KR6SS0005TL8,missing_explicit_survival_coupon
52232,KR6SS0005TM6,missing_explicit_survival_coupon
52239,KR6SS0005TS3,payment_lag_not_identifiable_from_maturity
52247,KR6YT0002063,unsupported_ki_window
52269,KR6KW0003353,missing_explicit_survival_coupon
52273,KR6SS0005VV3,missing_explicit_survival_coupon
52274,KR6SS0005VT7,missing_explicit_survival_coupon
52277,KR6KW00033B1,averaging_not_supported
52281,KR6SS0005VS9,missing_explicit_survival_coupon
52282,KR6SS0005VP5,missing_explicit_survival_coupon
52284,KR6KW00033C9,averaging_not_supported
52303,KR6YT0002089,unsupported_ki_window
52308,KR6SS0005W24,payment_lag_not_identifiable_from_maturity
52309,KR6HH0001C77,missing_explicit_survival_coupon
52316,KR6HH0001C69,missing_explicit_survival_coupon
52331,KR6MD0005YS8,missing_explicit_survival_coupon
52340,KR6SS0005WT5,missing_explicit_survival_coupon
52341,KR6SS0005WV1,missing_explicit_survival_coupon
52358,KR6KW0003478,averaging_not_supported
52359,KR6SS0005WR9,missing_explicit_survival_coupon
52361,KR6SS0005WP3,missing_explicit_survival_coupon
52366,KR6HH0001C85,missing_explicit_survival_coupon
52381,KR6SY00034F0,missing_explicit_survival_coupon
52383,KR6KW00035A8,averaging_not_supported
52392,KR6KW0003593,averaging_not_supported
52401,20240531002032_509,missing_explicit_survival_coupon
52404,KR6MD0005ZM8,missing_explicit_survival_coupon
52405,KR6SS0005XN6,missing_explicit_survival_coupon
52408,KR6SS0005XG0,missing_explicit_survival_coupon
52409,KR6SS0005XH8,missing_explicit_survival_coupon
52410,KR6SS0005XL0,missing_explicit_survival_coupon
52411,KR6SS0005XF2,missing_explicit_survival_coupon
52434,KR6SS0005WY5,payment_lag_not_identifiable_from_maturity
52438,KR6HH0001C93,missing_explicit_survival_coupon
52450,20240612000123_29597,missing_explicit_survival_coupon
52454,KR6MD00060B5,missing_explicit_survival_coupon
52463,KR6SS0005Y06,missing_explicit_survival_coupon
52464,KR6KW0003668,averaging_not_supported
52467,KR6KW0003650,averaging_not_supported
52468,KR6SS0005Y14,missing_explicit_survival_coupon
52472,KR6SS0005XZ0,missing_explicit_survival_coupon
52474,KR6SS0005Y48,missing_explicit_survival_coupon
52489,20240610000241_5279,averaging_not_supported
52490,20240610000241_5280,unsupported_ki_window
52508,KR6HH0001CA2,missing_explicit_survival_coupon
52521,KR6SS0005YX3,missing_explicit_survival_coupon
52528,KR6SS0005Z21,missing_explicit_survival_coupon
52529,KR6SS0005Z47,missing_explicit_survival_coupon
52534,KR6KW0003718,averaging_not_supported
52535,KR6KW0003700,averaging_not_supported
52537,KR6SS0005YY1,missing_explicit_survival_coupon
52559,KR6SY00034J2,missing_explicit_survival_coupon
52575,KR6HH0001CB0,missing_explicit_survival_coupon
52586,KR6SS0005ZV4,missing_explicit_survival_coupon
52588,KR6SS0005ZR2,missing_explicit_survival_coupon
52589,KR6KW0003809,averaging_not_supported
52590,KR6SS0005ZQ4,missing_explicit_survival_coupon
52591,KR6SS0005ZN1,missing_explicit_survival_coupon
52607,KR6SS0005ZW2,missing_explicit_survival_coupon
52641,KR6HH0001CD6,missing_explicit_survival_coupon
52648,KR6KW00038V8,averaging_not_supported
52650,KR6MD00062Q9,missing_explicit_survival_coupon
52659,KR6KW00038T2,averaging_not_supported
52667,KR6KW00038L9,missing_explicit_survival_coupon
52670,KR6SS00060C0,missing_explicit_survival_coupon
52672,KR6SS00060B2,missing_explicit_survival_coupon
52676,KR6SY0003501,missing_explicit_survival_coupon
52678,KR6SS0006092,missing_explicit_survival_coupon
52679,KR6SS00060A4,missing_explicit_survival_coupon
52683,KR6SS00060F3,missing_explicit_survival_coupon
52688,KR6SS0005ZJ9,payment_lag_not_identifiable_from_maturity
52702,KR6HN0005CV7,payment_lag_not_identifiable_from_maturity
52704,KR6SH0006HZ4,payment_lag_not_identifiable_from_maturity
52705,KR6SH0006GT9,payment_lag_not_identifiable_from_maturity
52707,KR6ZW0002L25,payment_lag_not_identifiable_from_maturity
52708,KR6HN0005CW5,payment_lag_not_identifiable_from_maturity
52709,KR6ZY00031Q4,payment_lag_not_identifiable_from_maturity
52712,KR6ZW0002L33,payment_lag_not_identifiable_from_maturity
52713,KR6HN0005CP9,payment_lag_not_identifiable_from_maturity
52719,KR6KW00039K9,averaging_not_supported
52728,KR6MD00063P9,missing_explicit_survival_coupon
52731,KR6KW00039L7,averaging_not_supported
52739,KR6SH0006K95,payment_lag_not_identifiable_from_maturity
52744,KR6SH0006K87,payment_lag_not_identifiable_from_maturity
52745,KR6YT00023A3,unsupported_ki_window
52748,KR6SY00035F7,missing_explicit_survival_coupon
52749,KR6MD0006352,payment_lag_not_identifiable_from_maturity
52754,KR6DS0000YA4,payment_lag_not_identifiable_from_maturity
52760,KR6HN0005CL8,payment_lag_not_identifiable_from_maturity
52765,KR6SS00061B0,missing_explicit_survival_coupon
52766,KR6SS00061J3,missing_explicit_survival_coupon
52767,KR6SS00061D6,missing_explicit_survival_coupon
52768,KR6SS00061E4,missing_explicit_survival_coupon
52771,KR6MD0006360,payment_lag_not_identifiable_from_maturity
52773,KR6SS00061H7,missing_explicit_survival_coupon
52784,KR6KW0003AD9,averaging_not_supported
52788,KR6KW0003AC1,averaging_not_supported
52802,KR6MD00064G6,missing_explicit_survival_coupon
52807,KR6YT0002311,unsupported_ki_window
52808,KR6SY00035L5,missing_explicit_survival_coupon
52818,KR6SS00060Z1,payment_lag_not_identifiable_from_maturity
52837,KR6SS00062G7,missing_explicit_survival_coupon
52838,KR6SS00062F9,missing_explicit_survival_coupon
52842,KR6SS0006282,missing_explicit_survival_coupon
52843,KR6SS00062D4,missing_explicit_survival_coupon
52845,KR6SS00062E2,missing_explicit_survival_coupon
52852,KR6KW0003B80,averaging_not_supported
52857,KR6MD00065B4,missing_explicit_survival_coupon
52865,KR6KW0003B07,missing_explicit_survival_coupon
52871,KR6YT00023C9,unsupported_ki_window
52898,KR6SS00063J9,missing_explicit_survival_coupon
52899,KR6SS00063H3,missing_explicit_survival_coupon
52900,KR6SS00063D2,missing_explicit_survival_coupon
52901,KR6SS00063C4,missing_explicit_survival_coupon
52905,KR6SS00063A8,missing_explicit_survival_coupon
52908,KR6SS0006399,missing_explicit_survival_coupon
52911,KR6SS00063G5,missing_explicit_survival_coupon
52912,KR6SS00063F7,missing_explicit_survival_coupon
52915,KR6SY00035Y8,missing_explicit_survival_coupon
52922,KR6KW0003C22,averaging_not_supported
52937,KR6MD00066E6,missing_explicit_survival_coupon
52953,KR6KS0005F49,missing_explicit_survival_coupon
52958,KR6SS0006407,missing_explicit_survival_coupon
52959,KR6SS0006464,missing_explicit_survival_coupon
52960,KR6SS0006456,missing_explicit_survival_coupon
52961,KR6SS0006480,missing_explicit_survival_coupon
52963,KR6SS0006423,missing_explicit_survival_coupon
52964,KR6SS0006498,missing_explicit_survival_coupon
52965,KR6SS0006472,missing_explicit_survival_coupon
52972,KR6SS0006431,missing_explicit_survival_coupon
52973,KR6SS0006415,missing_explicit_survival_coupon
52976,KR6YT00024J2,unsupported_ki_window
52996,KR6MD00066Y4,missing_explicit_survival_coupon
53001,KR6SS00062V6,payment_lag_not_identifiable_from_maturity
53022,KR6SS0006548,missing_explicit_survival_coupon
53027,KR6SS0006563,missing_explicit_survival_coupon
53028,KR6SS0006555,missing_explicit_survival_coupon
53031,KR6SS0006589,missing_explicit_survival_coupon
53032,KR6KW0003D47,averaging_not_supported
53033,KR6SS00065A3,missing_explicit_survival_coupon
53034,KR6SS00065B1,missing_explicit_survival_coupon
53044,KR6SY00037P2,missing_explicit_survival_coupon
53064,KR6SS00065F2,payment_lag_not_identifiable_from_maturity
53084,KR6MD0006808,missing_explicit_survival_coupon
53088,KR6KW0003E04,averaging_not_supported
53108,KR6SS00065Y3,missing_explicit_survival_coupon
53109,KR6SS00065Z0,missing_explicit_survival_coupon
53110,KR6SS00065S5,missing_explicit_survival_coupon
53111,KR6SS00065T3,missing_explicit_survival_coupon
53114,KR6SS0006605,missing_explicit_survival_coupon
53126,KR6SS00065V9,missing_explicit_survival_coupon
53127,KR6SS00065G0,payment_lag_not_identifiable_from_maturity
53169,KR6KW0003F03,averaging_not_supported
53191,KR6SS0006696,payment_lag_not_identifiable_from_maturity
53193,KR6SS00066T1,missing_explicit_survival_coupon
53195,KR6SS00066Y1,missing_explicit_survival_coupon
53203,KR6SS00066R5,missing_explicit_survival_coupon
53204,KR6SS00066Q7,missing_explicit_survival_coupon
53206,KR6SS00066X3,missing_explicit_survival_coupon
53207,KR6SS00066S3,missing_explicit_survival_coupon
53224,KR6HH0001CP0,missing_explicit_survival_coupon
53256,KR6SS00066H6,payment_lag_not_identifiable_from_maturity
53264,KR6KW0003FW8,averaging_not_supported
53280,KR6SS00067T9,missing_explicit_survival_coupon
53281,KR6SS0006803,missing_explicit_survival_coupon
53285,KR6SS0006837,missing_explicit_survival_coupon
53286,KR6SS00067Y9,missing_explicit_survival_coupon
53297,KR6YT0002600,unsupported_ki_window
53298,KR6SS0006811,missing_explicit_survival_coupon
53299,KR6SS00067W3,missing_explicit_survival_coupon
53300,KR6SS0006829,missing_explicit_survival_coupon
53301,KR6SS00067X1,missing_explicit_survival_coupon
53302,KR6SS00067V5,missing_explicit_survival_coupon
53305,KR6MD0006A97,missing_explicit_survival_coupon
53319,KR6SS00067K8,payment_lag_not_identifiable_from_maturity
53327,KR6YT0002691,unsupported_ki_window
53357,KR6SS0006944,missing_explicit_survival_coupon
53359,KR6SS00068Z4,missing_explicit_survival_coupon
53360,KR6SS0006910,missing_explicit_survival_coupon
53361,KR6SS00068Y7,missing_explicit_survival_coupon
53362,KR6SS00068X9,missing_explicit_survival_coupon
53367,KR6SS0006951,missing_explicit_survival_coupon
53368,KR6SS0006902,missing_explicit_survival_coupon
53376,KR6MD0006AV0,missing_explicit_survival_coupon
53394,KR6KW0003GT2,averaging_not_supported
53397,KR6HH0001CV8,missing_explicit_survival_coupon
53414,KR6SS00068M2,payment_lag_not_identifiable_from_maturity
53439,KR6SS00069K4,missing_explicit_survival_coupon
53440,KR6SS00069L2,missing_explicit_survival_coupon
53441,KR6SS00069S7,missing_explicit_survival_coupon
53442,KR6SS00069T5,missing_explicit_survival_coupon
53443,KR6SS00069V1,missing_explicit_survival_coupon
53444,KR6SS00069M0,missing_explicit_survival_coupon
